County Code,District Code,School Code,School Name,Zip Code,Average Days Absent,ChronicAbsenteeismRate,Dropout (Rate),Non-Stability Rate (percent),Suspension Rate (Total),Mean Scale Score,average2021
19,65128.0,1934868.0,La Serna High,90605.0,9.747058823529413,3.32,1.5,9.26,0.014285714285714287,2620.5,643363.3333333334
19,65128.0,1936889.0,Pioneer High,90606.0,14.692307692307692,5.818181818181818,0.35,5.854545454545455,0.0,2571.6,610051.9166666666
19,65128.0,1937903.0,Santa Fe High,90670.0,10.09375,7.421428571428571,1.1333333333333333,8.964285714285714,0.2076923076923077,2609.9,620422.1666666666
19,65128.0,1939701.0,Whittier High,90601.0,11.58,6.961538461538462,3.3874999999999997,13.061538461538463,0.20833333333333334,2580.9,685486.0833333334
19,65128.0,1995653.0,Sierra Vista High (Alternative),90605.0,35.872727272727275,73.11111111111111,5.3125,68.87777777777778,0.15,2499.75,643363.3333333334
19,65136.0,102459.0,Golden Valley High,91321.0,10.9125,9.678571428571429,0.8,7.207142857142857,0.061538461538461535,2578.0,616611.0
19,65136.0,102475.0,West Ranch High,91381.0,4.513333333333334,1.0923076923076924,0.08333333333333333,3.869230769230769,0.0,2672.05,932127.8333333334
19,65136.0,114439.0,Mission View Public,91355.0,25.342857142857145,36.65,15.277777777777779,36.983333333333334,0.0,2525.3999999999996,690264.6666666666
19,65136.0,117234.0,Santa Clarita Valley International,91384.0,10.159090909090908,11.99,0.0,13.209999999999999,0.0,2488.3571428571427,700476.25
19,65136.0,1931492.0,Canyon High,91351.0,8.61875,8.621428571428572,0.20833333333333334,7.307142857142857,0.12307692307692308,2616.2,619397.25
19,65136.0,1931740.0,Saugus High,91350.0,7.7375,6.635714285714285,0.14166666666666666,8.578571428571427,0.0,2633.45,696747.1666666666
19,65136.0,1933902.0,William S. Hart High,91321.0,9.829411764705881,8.146666666666667,2.8333333333333335,8.386666666666667,0.021428571428571432,2616.05,616611.0
19,65136.0,1934421.0,Bowman (Jereann) High (Continuation),91350.0,27.7,65.1,6.111111111111111,44.57692307692308,0.19999999999999998,2511.0,696747.1666666666
19,65136.0,1995802.0,Valencia High,91355.0,9.025,3.8214285714285716,0.525,4.628571428571428,0.0,2648.85,690264.6666666666
19,65136.0,1996321.0,Academy of the Canyons,91355.0,2.727272727272727,0.21000000000000002,0.0,3.08,0.21111111111111114,2698.5,690264.6666666666
19,73437.0,115725.0,Lifeline Education Charter,90221.0,8.2,6.557142857142857,4.04,5.628571428571428,0.0,2476.807142857143,537439.0833333334
19,73437.0,132969.0,Compton Early College High,90222.0,10.190000000000001,8.825,0.0,0.8,0.0,2626.6499999999996,507444.25
19,73437.0,1931567.0,Centennial High,90222.0,26.275000000000002,35.519999999999996,11.575,11.03,0.0,2478.4,507444.25
19,73437.0,1931963.0,Compton High,90221.0,24.474999999999998,33.660000000000004,10.355555555555556,14.319999999999999,0.0,2504.45,537439.0833333334
19,73437.0,1932326.0,Dominguez High,90221.0,11.94,16.076923076923077,10.633333333333333,13.307692307692308,0.0,2514.15,537439.0833333334
19,73437.0,1995695.0,Cesar Chavez Continuation High,90221.0,108.16363636363636,98.84,49.1375,41.839999999999996,0.0,2406.8,537439.0833333334
19,73437.0,1996057.0,Thurgood Marshall,90221.0,52.357142857142854,84.14999999999999,48.925,73.01666666666667,0.0,2454.9,537439.0833333334
19,73445.0,1933316.0,Puente Hills High,91746.0,42.884615384615394,35.73636363636364,26.066666666666666,40.9,0.0,2431.335714285714,596142.5833333334
19,73445.0,1934801.0,La Puente High,91744.0,14.36923076923077,17.318181818181817,2.1125,9.427272727272728,0.0,2531.4,583967.6666666666
19,73445.0,1935246.0,Los Altos High,91745.0,11.1375,14.378571428571428,5.49,6.685714285714285,0.0,2593.0,774597.6666666666
19,73445.0,1938935.0,Valley Alternative High (Continuation),91745.0,36.93636363636364,76.25555555555555,15.6,57.17777777777778,0.0,2421.8,774597.6666666666
19,73445.0,1939834.0,Glen A. Wilson High,91745.0,7.2,5.199999999999999,3.3454545454545452,4.184615384615385,0.09999999999999999,2655.1,774597.6666666666
19,73445.0,1939925.0,William Workman High,91744.0,12.15625,13.642857142857142,0.9444444444444444,9.971428571428572,0.0,2557.3999999999996,583967.6666666666
19,73452.0,120600.0,iQ Academy California-Los Angeles,93065.0,11.552380952380952,17.321052631578947,26.571428571428573,18.657894736842106,0.0,2484.085714285714,712164.0
19,73452.0,1930106.0,Santana High (Continuation),91744.0,38.31666666666667,76.3,13.05,63.71,0.18888888888888888,2462.8500000000004,583967.6666666666
19,73452.0,1936228.0,Nogales High,91744.0,12.0625,15.071428571428571,7.890000000000001,6.757142857142857,0.038461538461538464,2532.3500000000004,583967.6666666666
19,73452.0,1937564.0,John A. Rowland High,91748.0,10.772222222222222,9.450000000000001,4.245454545454546,8.43125,0.0,2623.6499999999996,777608.5833333334
19,73460.0,1932862.0,Diamond Bar High,91765.0,4.706666666666666,0.7769230769230769,1.225,2.2384615384615385,0.25,2670.6,811846.5833333334
19,73460.0,1937747.0,Ron Hockwalt Academies (Continuation),91789.0,27.327272727272728,42.833333333333336,27.15,31.233333333333334,0.0,2504.15,896322.8333333334
19,73460.0,1939149.0,Walnut High,91789.0,5.546666666666667,1.7307692307692308,0.8833333333333333,4.092307692307693,0.10833333333333334,2665.25,896322.8333333334
